,Median Rent 2016,Tract Number,Neighborhood,Location
1281,1143.0,431400,Mayflower Village,"(34.111617, -118.0087095)"
1282,1094.0,431501,Temple City,"(34.0998655, -118.033)"
1283,1626.0,431502,Arcadia,"(34.1022305, -118.0190775)"
1284,998.0,431600,Arcadia,"(34.109675, -118.04223)"
1285,1274.0,431700,Arcadia,"(34.121786, -118.0430065)"
1286,1482.0,431800,East San Gabriel,"(34.1196565, -118.060933)"
1287,1292.0,431900,Temple City,"(34.1103835, -118.0601525)"
1288,1244.0,432000,Temple City,"(34.1021645, -118.05255)"
1289,1606.0,432101,Temple City,"(34.095852, -118.0428825)"
1290,1500.0,432102,Temple City,"(34.0920835, -118.0583895)"
1291,1237.0,432201,Rosemead,"(34.0877335, -118.0829205)"
1292,1297.0,432202,Rosemead,"(34.087255, -118.072769)"
1293,1412.0,432300,El Monte,"(34.08602, -118.0440085)"
1294,1134.0,432401,El Monte,"(34.090727, -118.0227495)"
1295,1112.0,432402,El Monte,"(34.0855885, -118.027564)"
1296,1314.0,432500,El Monte,"(34.095687, -118.006679)"
1297,1215.0,432601,El Monte,"(34.082497, -118.014655)"
1298,1554.0,432602,El Monte,"(34.081728, -118.005815)"
1299,1074.0,432700,El Monte,"(34.0757515, -118.034977)"
1300,786.0,432801,El Monte,"(34.077308, -118.0459705)"
1301,1043.0,432802,El Monte,"(34.07872, -118.0526435)"
1302,1241.0,432901,Rosemead,"(34.076691, -118.071417)"
1303,1284.0,432902,Rosemead,"(34.0795, -118.06021)"
1304,850.0,433101,El Monte,"(34.0677255, -118.0599025)"
1305,1113.0,433102,El Monte,"(34.0656045, -118.059547)"
1306,979.0,433200,El Monte,"(34.0683885, -118.035671)"
1307,975.0,433302,El Monte,"(34.062295, -118.0160455)"
1308,1064.0,433304,El Monte,"(34.07061, -118.020361)"
1309,1175.0,433305,El Monte,"(34.0700755, -118.0125525)"
1310,1244.0,433306,El Monte,"(34.0706755, -118.0077885)"
1311,1319.0,433307,El Monte,"(34.0703895, -118.0062695)"
1312,1283.0,433401,El Monte,"(34.0594255, -118.0425465)"
1313,1070.0,433402,El Monte,"(34.0594235, -118.034921)"
1314,1048.0,433403,El Monte,"(34.0624165, -118.025695)"
1315,828.0,433501,South El Monte,"(34.057252, -118.066095)"
1316,1229.0,433503,South El Monte,"(34.0554575, -118.0490075)"
1317,1149.0,433504,South El Monte,"(34.0572675, -118.0534915)"
1318,1180.0,433601,Rosemead,"(34.0674675, -118.0749165)"
1319,1023.0,433602,South San Gabriel,"(34.057426, -118.0747145)"
1320,1137.0,433700,South El Monte,"(34.045791, -118.058566)"
1321,1164.0,433801,South El Monte,"(34.0483455, -118.0364625)"
1322,1342.0,433802,Whittier Narrows,"(34.032494, -118.0598455)"
1323,1014.0,433901,El Monte,"(34.058593, -118.019927)"
1324,1205.0,433902,El Monte,"(34.0521205, -118.0255815)"
1325,1366.0,434001,El Monte,"(34.051401, -118.014185)"
1326,1116.0,434003,El Monte,"(34.0462105, -118.022669)"
1327,1329.0,434004,South El Monte,"(34.040226, -118.0317375)"
1328,2250.0,460000,Pasadena,"(34.1774565, -118.0830185)"
1329,1652.0,460100,Altadena,"(34.1912975, -118.1110615)"
1330,1687.0,460200,Altadena,"(34.2009205, -118.136652)"
1331,1493.0,460301,Altadena,"(34.2073225, -118.1562895)"
1332,1478.0,460302,Altadena,"(34.1949925, -118.157667)"
1333,1269.0,460401,Pasadena,"(34.217813, -118.1788775)"
1334,2453.0,460501,La Canada Flintridge,"(34.2156925, -118.1897915)"
1335,2343.0,460502,La Canada Flintridge,"(34.2051075, -118.1950465)"
1336,2036.0,460600,La Canada Flintridge,"(34.2261145, -118.2193885)"
1337,2539.0,460700,La Canada Flintridge,"(34.1946605, -118.196153)"
1338,3500.0,460800,Pasadena,"(34.163146, -118.1778035)"
1339,1431.0,460900,Pasadena,"(34.176907, -118.162811)"
1340,1417.0,461000,Altadena,"(34.187722, -118.1609895)"
1341,1351.0,461100,Altadena,"(34.1845865, -118.141115)"
1342,1663.0,461200,Altadena,"(34.1801065, -118.113418)"
1343,1294.0,461300,Altadena,"(34.1738235, -118.113483)"
1344,1232.0,461400,Pasadena,"(34.1727525, -118.124329)"
1345,1430.0,461501,Pasadena,"(34.1751325, -118.136805)"
1346,1231.0,461502,Pasadena,"(34.175203, -118.146197)"
1347,1078.0,461600,Pasadena,"(34.161608, -118.1571605)"
1348,1636.0,461700,Pasadena,"(34.160159, -118.162866)"
1349,1178.0,461901,Pasadena,"(34.1537915, -118.149329)"
1350,1427.0,461902,Pasadena,"(34.148899, -118.148574)"
1351,1213.0,462001,Pasadena,"(34.163362, -118.143829)"
1352,1071.0,462002,Pasadena,"(34.163333, -118.148361)"
1353,1140.0,462100,Pasadena,"(34.163369, -118.1369255)"
1354,1100.0,462201,Pasadena,"(34.1548915, -118.136967)"
1355,1728.0,462202,Pasadena,"(34.148926, -118.1369075)"
1356,1301.0,462301,Pasadena,"(34.15491, -118.126929)"
1357,1632.0,462302,Pasadena,"(34.149181, -118.126882)"
1358,1169.0,462400,Pasadena,"(34.163408, -118.1263885)"
1359,1454.0,462500,Pasadena,"(34.1667025, -118.1045445)"
1360,1769.0,462600,Pasadena,"(34.1611715, -118.112295)"
1361,1377.0,462700,Pasadena,"(34.1519795, -118.1138535)"
1362,1317.0,462800,Pasadena,"(34.152173, -118.103306)"
1363,2263.0,462900,Pasadena,"(34.153862, -118.0899055)"
1364,2028.0,463000,Pasadena,"(34.154951, -118.075158)"
1365,1395.0,463101,East Pasadena,"(34.140347, -118.070446)"
1366,1696.0,463102,Pasadena,"(34.137723, -118.083735)"
1367,1328.0,463200,Pasadena,"(34.138754, -118.088815)"
1368,1325.0,463300,San Pasqual,"(34.1392215, -118.1028395)"
1369,1478.0,463400,San Pasqual,"(34.139062, -118.1101745)"
1370,1535.0,463500,Pasadena,"(34.137879, -118.1268055)"
1371,1576.0,463601,Pasadena,"(34.140861, -118.1368515)"
1372,1727.0,463602,Pasadena,"(34.1408065, -118.1458915)"
1373,2439.0,463700,Pasadena,"(34.139994, -118.1590535)"
1374,3152.0,463800,Pasadena,"(34.13445, -118.1753385)"
1375,1922.0,463900,Pasadena,"(34.1298475, -118.159162)"
1376,1701.0,464000,Pasadena,"(34.126583, -118.1390375)"
1377,3500.0,464100,San Marino,"(34.1211415, -118.123201)"
1378,3500.0,464200,San Marino,"(34.125398, -118.098356)"
1379,2054.0,480002,East San Gabriel,"(34.121451, -118.086002)"
1380,1279.0,480011,East San Gabriel,"(34.125885, -118.0749615)"
1381,1301.0,480012,East San Gabriel,"(34.118664, -118.074084)"
1382,1389.0,480101,Temple City,"(34.1084905, -118.0732765)"
1383,1313.0,480102,East San Gabriel,"(34.108457, -118.0841215)"
1384,1313.0,480201,San Gabriel,"(34.1079865, -118.1118095)"
1385,2197.0,480202,San Gabriel,"(34.108893, -118.097545)"
1386,1354.0,480302,Alhambra,"(34.101241, -118.1218435)"
1387,1203.0,480303,Alhambra,"(34.095151, -118.1377285)"
1388,1183.0,480304,Alhambra,"(34.0960955, -118.1307685)"
1389,1269.0,480400,Alhambra,"(34.104914, -118.1317765)"
1390,1478.0,480500,South Pasadena,"(34.1074225, -118.14498)"
1391,1443.0,480600,South Pasadena,"(34.118849, -118.1584545)"
1392,1409.0,480702,South Pasadena,"(34.1055515, -118.168678)"
1393,1633.0,480703,South Pasadena,"(34.1072095, -118.1642505)"
1394,1486.0,480704,South Pasadena,"(34.107212, -118.15331)"
1395,978.0,480802,Alhambra,"(34.0815825, -118.152446)"
1396,1165.0,480803,Alhambra,"(34.09079, -118.152819)"
1397,1315.0,480804,Alhambra,"(34.0951305, -118.149912)"
1398,1176.0,480901,Alhambra,"(34.086204, -118.139781)"
1399,1161.0,480902,Alhambra,"(34.0810405, -118.140708)"
1400,1188.0,480903,Alhambra,"(34.0737895, -118.139436)"
1401,1316.0,481001,Alhambra,"(34.0872925, -118.1288355)"
1402,1224.0,481002,Alhambra,"(34.0955445, -118.1197875)"
1403,1228.0,481101,San Gabriel,"(34.098345, -118.106683)"
1404,1397.0,481102,San Gabriel,"(34.099347, -118.0936455)"
1405,1291.0,481103,San Gabriel,"(34.0936045, -118.099964)"
1406,1268.0,481201,Temple City,"(34.0971335, -118.0724615)"
1407,1189.0,481202,San Gabriel,"(34.097006, -118.0822805)"
1408,1411.0,481300,Rosemead,"(34.0764075, -118.082131)"
1409,1339.0,481401,San Gabriel,"(34.0840215, -118.103956)"
1410,1290.0,481402,San Gabriel,"(34.083295, -118.091542)"
1411,1140.0,481500,Alhambra,"(34.0826165, -118.1139805)"
1412,1334.0,481603,Alhambra,"(34.084677, -118.11998)"
1413,1192.0,481604,Alhambra,"(34.0838015, -118.126219)"
1414,1330.0,481605,Alhambra,"(34.071948, -118.1256005)"
1415,1277.0,481606,Alhambra,"(34.0766865, -118.1256875)"
1416,1259.0,481711,Monterey Park,"(34.06617, -118.1198595)"
1417,1218.0,481712,Monterey Park,"(34.067109, -118.112061)"
1418,1185.0,481713,Monterey Park,"(34.067948, -118.1292845)"
1419,1097.0,481714,Monterey Park,"(34.0643065, -118.1291595)"
1420,1525.0,481800,Alhambra,"(34.064906, -118.141417)"
1421,1419.0,481901,Alhambra,"(34.0698145, -118.1548085)"
1422,1166.0,481902,Alhambra,"(34.065728, -118.152909)"
1423,1000.0,482001,Monterey Park,"(34.0532565, -118.157103)"
1424,1178.0,482002,Monterey Park,"(34.048942, -118.1497955)"
1425,1130.0,482101,Monterey Park,"(34.057061, -118.1362945)"
1426,1617.0,482102,Monterey Park,"(34.0507125, -118.1328745)"
1427,1150.0,482201,Monterey Park,"(34.058869, -118.122138)"
1428,1308.0,482202,Monterey Park,"(34.0589445, -118.112421)"
1429,1232.0,482301,San Gabriel,"(34.074531, -118.097677)"
1430,1136.0,482303,Rosemead,"(34.0692775, -118.099254)"
1431,1181.0,482304,Rosemead,"(34.064429, -118.0988995)"
1432,1163.0,482401,Rosemead,"(34.0676445, -118.0862325)"
1433,1360.0,482402,South San Gabriel,"(34.046139, -118.0807005)"
1434,1143.0,482502,Rosemead,"(34.058981, -118.1037825)"
1435,1213.0,482503,Rosemead,"(34.05827, -118.094998)"
1436,1297.0,482521,South San Gabriel,"(34.0499085, -118.0992635)"
1437,1406.0,482522,Montebello,"(34.0419995, -118.0936075)"
1438,1352.0,482600,Monterey Park,"(34.047759, -118.1144605)"
1439,1307.0,482701,Monterey Park,"(34.039961, -118.1405695)"
1440,1174.0,482702,Monterey Park,"(34.042508, -118.1351495)"
1441,1448.0,482800,Monterey Park,"(34.0362975, -118.1119885)"
1442,1667.0,500100,La Habra Heights,"(33.960283, -117.9408845)"
1443,2601.0,500201,La Habra Heights,"(33.957535, -117.9759805)"
1444,1024.0,500202,Whittier,"(33.960745, -117.9971245)"
1445,2004.0,500300,North Whittier,"(34.017294, -118.0367865)"
1446,1179.0,500402,Pico Rivera,"(34.0031865, -118.076325)"
1447,1682.0,500403,Pico Rivera,"(34.0083875, -118.06369)"
1448,1233.0,500404,Pico Rivera,"(34.014082, -118.074022)"
1449,1242.0,500500,Pico Rivera,"(34.0153955, -118.083676)"
1450,973.0,500600,Pico Rivera,"(34.0076875, -118.088568)"
1451,1510.0,500700,Pico Rivera,"(33.99491, -118.097667)"
1452,1305.0,500800,Pico Rivera,"(33.984009, -118.0868995)"
1453,1166.0,500900,Pico Rivera,"(33.99359, -118.0809535)"
1454,1498.0,501001,West Whittier-Los Nietos,"(33.9892345, -118.070456)"
1455,1899.0,501002,West Whittier-Los Nietos,"(33.982215, -118.0614895)"
1456,1476.0,501200,Whittier,"(33.999254, -118.0632375)"
1457,1328.0,501300,Whittier,"(33.9921455, -118.0545255)"
1458,1229.0,501400,Whittier,"(33.9809005, -118.0496115)"
1459,1740.0,501501,Whittier,"(34.002062, -118.0303905)"
1460,1174.0,501503,Whittier,"(33.986326, -118.0361225)"
1461,994.0,501504,Whittier,"(33.979089, -118.0361445)"
1462,1138.0,501600,Whittier,"(33.9783585, -118.0077355)"
1463,1371.0,501700,Whittier,"(33.961379, -118.0189855)"
1464,1477.0,501802,Whittier,"(33.966778, -118.0280925)"
1465,975.0,501803,Whittier,"(33.970589, -118.042077)"
1466,1129.0,501804,Whittier,"(33.9692905, -118.035006)"
1467,1341.0,501900,Whittier,"(33.956138, -118.02683)"
1468,1125.0,502003,Whittier,"(33.963017, -118.0392825)"
1469,1454.0,502004,Whittier,"(33.961402, -118.0467605)"
1470,1339.0,502005,South Whittier,"(33.951895, -118.03503)"
1471,1055.0,502100,West Whittier-Los Nietos,"(33.972572, -118.052838)"
1472,1283.0,502200,West Whittier-Los Nietos,"(33.9780945, -118.071607)"
1473,1789.0,502301,West Whittier-Los Nietos,"(33.9679585, -118.0797315)"
1474,1109.0,502302,West Whittier-Los Nietos,"(33.965715, -118.069052)"
1475,1323.0,502401,Pico Rivera,"(33.9762075, -118.0967975)"
1476,1711.0,502402,Pico Rivera,"(33.973095, -118.0895215)"
1477,1160.0,502500,Pico Rivera,"(33.976373, -118.1099205)"
1478,1565.0,502601,Pico Rivera,"(33.959833, -118.0946655)"
1479,1131.0,502602,Pico Rivera,"(33.965021, -118.1030955)"
1480,1313.0,502700,Santa Fe Springs,"(33.956004, -118.072116)"
1481,1843.0,502801,Santa Fe Springs,"(33.9400455, -118.0896085)"
1482,1098.0,502802,Santa Fe Springs,"(33.9311015, -118.0697865)"
1483,1484.0,502901,South Whittier,"(33.9461085, -118.03893)"
1484,1285.0,502902,South Whittier,"(33.944162, -118.0517005)"
1485,1324.0,503000,South Whittier,"(33.9243145, -118.0508065)"
1486,1760.0,503103,South Whittier,"(33.92885, -118.0410545)"
1487,1401.0,503104,South Whittier,"(33.9212825, -118.041571)"
1488,1354.0,503105,South Whittier,"(33.9256065, -118.033586)"
1489,1498.0,503106,South Whittier,"(33.922533, -118.0218275)"
1490,2176.0,503201,South Whittier,"(33.9319075, -118.0270415)"
1491,1048.0,503202,South Whittier,"(33.9392895, -118.0352025)"
1492,1907.0,503301,Whittier,"(33.9478135, -118.0159295)"
1493,1188.0,503302,South Whittier,"(33.9410585, -118.021431)"
1494,1720.0,503401,Whittier,"(33.9360445, -117.984812)"
1495,1752.0,503402,Whittier,"(33.9411175, -118.0019365)"
1496,1358.0,503501,South Whittier,"(33.9331195, -118.0126825)"
1497,1355.0,503502,South Whittier,"(33.931968, -118.000853)"
1498,1234.0,503601,La Mirada,"(33.9226515, -118.012887)"
1499,2163.0,503602,La Mirada,"(33.9135745, -118.0030245)"
1500,1141.0,503701,East La Mirada,"(33.9274675, -117.9953465)"
1501,1370.0,503702,East La Mirada,"(33.9235475, -117.985447)"
1502,1451.0,503703,La Mirada,"(33.9100105, -117.985431)"
1503,1861.0,503801,La Mirada,"(33.899102856232815, -117.99364849999984)"
1504,1809.0,503802,La Mirada,"(33.8968395, -118.0030395)"
1505,1633.0,503901,La Mirada,"(33.8905285, -118.0057775)"
1506,1825.0,503902,La Mirada,"(33.887924, -118.015935)"
1507,1429.0,504001,La Mirada,"(33.9077145, -118.015603)"
1508,1234.0,504002,La Mirada,"(33.908827, -118.0235205)"
1509,1110.0,504101,La Mirada,"(33.9097585, -118.033532)"
1510,2178.0,530003,Montebello,"(34.029354, -118.088905)"
1511,1342.0,530004,Montebello,"(34.0224325, -118.089527)"
1512,917.0,530005,Monterey Park,"(34.0283005, -118.1077475)"
1513,1271.0,530006,Montebello,"(34.0207055, -118.113921)"
1514,1106.0,530101,Montebello,"(34.011949, -118.1001695)"
1515,1013.0,530102,Montebello,"(34.015395, -118.1155185)"
1516,1267.0,530202,Montebello,"(34.0246365, -118.1367445)"
1517,1121.0,530203,Montebello,"(34.027157, -118.1272475)"
1518,1238.0,530204,Montebello,"(34.0186495, -118.128521)"
1519,996.0,530301,East Los Angeles,"(34.028934, -118.154748)"
1520,1063.0,530302,East Los Angeles,"(34.0277915, -118.1481645)"
1521,521.0,530400,Monterey Park,"(34.0388015, -118.153189)"
1522,978.0,530500,East Los Angeles,"(34.038762, -118.165861)"
1523,1022.0,530601,East Los Angeles,"(34.053217, -118.1753095)"
1524,1120.0,530602,East Los Angeles,"(34.0539625, -118.171816)"
1525,997.0,530700,East Los Angeles,"(34.058801, -118.1809405)"
1526,990.0,530801,East Los Angeles,"(34.050936, -118.187759)"
1527,1012.0,530802,East Los Angeles,"(34.052195, -118.1814815)"
1528,1006.0,530901,East Los Angeles,"(34.0432735, -118.1886005)"
1529,926.0,530902,East Los Angeles,"(34.0457515, -118.181252)"
1530,1046.0,531000,East Los Angeles,"(34.040998, -118.17345)"
1531,1033.0,531101,East Los Angeles,"(34.0358385, -118.18847)"
1532,1032.0,531102,East Los Angeles,"(34.036199, -118.1810015)"
1533,981.0,531201,East Los Angeles,"(34.0303095, -118.186239)"
1534,964.0,531202,East Los Angeles,"(34.026127, -118.186209)"
1535,1004.0,531301,East Los Angeles,"(34.0206815, -118.1830935)"
1536,1148.0,531302,East Los Angeles,"(34.015861, -118.1840735)"
1537,1053.0,531502,East Los Angeles,"(34.0195495, -118.1704775)"
1538,1076.0,531503,East Los Angeles,"(34.0294235, -118.1749085)"
1539,1009.0,531504,East Los Angeles,"(34.027883, -118.167411)"
1540,995.0,531602,East Los Angeles,"(34.018128, -118.1643695)"
1541,1008.0,531603,East Los Angeles,"(34.029538, -118.1615365)"
1542,987.0,531604,East Los Angeles,"(34.0238505, -118.1624395)"
1543,1088.0,531701,East Los Angeles,"(34.0216845, -118.152093)"
1544,997.0,531702,East Los Angeles,"(34.015819, -118.159798)"
1545,1117.0,531800,East Los Angeles,"(34.0189945, -118.137963)"
1546,993.0,531901,East Los Angeles,"(34.013511, -118.142268)"
1547,1094.0,531902,East Los Angeles,"(34.0120805, -118.1324565)"
1548,906.0,532001,Montebello,"(34.0054385, -118.1232295)"
1549,1127.0,532002,Montebello,"(34.0034945, -118.117795)"
1550,1168.0,532101,Montebello,"(34.004803, -118.1053765)"
1551,1107.0,532102,Montebello,"(33.997581, -118.111544)"
1552,1127.0,532200,Montebello,"(33.986732, -118.1227795)"
1553,1023.0,532302,Commerce,"(34.0092975, -118.1758795)"
1554,997.0,532303,Commerce,"(34.0026595, -118.1485105)"
1555,902.0,532304,Commerce,"(33.985628, -118.152339)"
1556,625.0,532400,Vernon,"(33.999365, -118.205749)"
1557,980.0,532500,Huntington Park,"(33.9902755, -118.221448)"
1558,979.0,532603,Huntington Park,"(33.98445, -118.234062)"
1559,1027.0,532604,Huntington Park,"(33.9842465, -118.229001)"
1560,887.0,532605,Huntington Park,"(33.984243, -118.225147)"
1561,889.0,532606,Huntington Park,"(33.983227, -118.2208325)"
1562,1081.0,532700,Florence-Firestone,"(33.9849455, -118.2418305)"
1563,964.0,532800,Florence-Firestone,"(33.9862165, -118.252074)"
1564,906.0,532900,Florence-Firestone,"(33.9790945, -118.2520505)"
1565,998.0,533001,Florence-Firestone,"(33.980225, -118.2455)"
1566,933.0,533002,Huntington Park,"(33.9775735, -118.238836)"
1567,889.0,533103,Huntington Park,"(33.976994, -118.2315295)"
1568,880.0,533104,Huntington Park,"(33.976533, -118.224446)"
1569,1008.0,533105,Huntington Park,"(33.98286, -118.2164205)"
1570,1092.0,533106,Huntington Park,"(33.979082, -118.2173905)"
1571,943.0,533107,Huntington Park,"(33.9743625, -118.215372)"
1572,1032.0,533201,Huntington Park,"(33.9819865, -118.208027)"
1573,1221.0,533202,Huntington Park,"(33.978495, -118.2088)"
1574,981.0,533203,Huntington Park,"(33.9742045, -118.2080885)"
1575,864.0,533300,Maywood,"(33.9924535, -118.202177)"
1576,1064.0,533401,Maywood,"(33.9937625, -118.193039)"
1577,995.0,533402,Maywood,"(33.989879, -118.195177)"
1578,939.0,533403,Maywood,"(33.9879095, -118.186593)"
1579,1008.0,533501,Huntington Park,"(33.9855105, -118.200384)"
1580,948.0,533502,Huntington Park,"(33.985033, -118.194854)"
1581,981.0,533503,Huntington Park,"(33.9846865, -118.191065)"
1582,1115.0,533601,Bell,"(33.9803325, -118.194495)"
1583,985.0,533602,Bell,"(33.9771245, -118.1965575)"
1584,976.0,533603,Bell,"(33.972372, -118.196797)"
1585,965.0,533701,Maywood,"(33.9893075, -118.181887)"
1586,1035.0,533702,Maywood,"(33.983567, -118.1827375)"
1587,979.0,533703,Maywood,"(33.984506, -118.1733515)"
1588,1047.0,533803,Bell,"(33.9748395, -118.1829185)"
1589,963.0,533804,Bell,"(33.975134, -118.179113)"
1590,1170.0,533805,Bell,"(33.97456, -118.17528)"
1591,1057.0,533806,Bell,"(33.9673165, -118.171871)"
1592,1213.0,533901,Bell Gardens,"(33.9729615, -118.1563865)"
1593,1169.0,533902,Bell Gardens,"(33.968132, -118.154518)"
1594,1073.0,534001,Bell Gardens,"(33.9676565, -118.147259)"
1595,1265.0,534002,Bell Gardens,"(33.9670875, -118.139073)"
1596,986.0,534101,Bell Gardens,"(33.971262, -118.166111)"
1597,1156.0,534102,Bell Gardens,"(33.9705995, -118.161146)"
1598,1086.0,534201,Bell Gardens,"(33.9584335, -118.167006)"
1599,1140.0,534202,Bell Gardens,"(33.958316, -118.159746)"
1600,1078.0,534203,Bell Gardens,"(33.956936, -118.154162)"
1601,1095.0,534301,Cudahy,"(33.959614, -118.1868985)"
1602,1220.0,534302,Cudahy,"(33.9583695, -118.1756955)"
1603,1151.0,534403,Cudahy,"(33.9672875, -118.1979385)"
1604,1063.0,534404,Cudahy,"(33.966232, -118.190553)"
1605,1185.0,534405,Cudahy,"(33.9663705, -118.183009)"
1606,1198.0,534406,Cudahy,"(33.9647425, -118.1749915)"
1607,976.0,534501,Huntington Park,"(33.967728, -118.2076625)"
1608,1036.0,534502,Huntington Park,"(33.966782, -118.198765)"
1609,1113.0,534700,Walnut Park,"(33.968297, -118.2147665)"
1610,925.0,534802,Walnut Park,"(33.9711215, -118.2213815)"
1611,1009.0,534803,Walnut Park,"(33.9697565, -118.224228)"
1612,1069.0,534804,Walnut Park,"(33.963155, -118.226586)"
1613,1116.0,534900,Florence-Firestone,"(33.9699765, -118.236756)"
1614,882.0,535001,Florence-Firestone,"(33.971394, -118.2531335)"
1615,1034.0,535002,Florence-Firestone,"(33.971089, -118.24658)"
1616,1084.0,535101,Florence-Firestone,"(33.964088, -118.24764)"
1617,1085.0,535102,Florence-Firestone,"(33.959393, -118.2495725)"
1618,1258.0,535200,Florence-Firestone,"(33.949899, -118.24958)"
1619,939.0,535300,Florence-Firestone,"(33.9621925, -118.236445)"
1620,1099.0,535400,Florence-Firestone,"(33.9537225, -118.2359285)"
1621,967.0,535501,South Gate,"(33.9614045, -118.2221395)"
1622,1007.0,535502,South Gate,"(33.9615415, -118.215306)"
1623,1009.0,535503,South Gate,"(33.955245, -118.2144695)"
1624,945.0,535603,South Gate,"(33.956718, -118.223912)"
1625,994.0,535604,South Gate,"(33.950341, -118.224549)"
1626,935.0,535605,South Gate,"(33.948773, -118.2165205)"
1627,928.0,535606,South Gate,"(33.947871, -118.224586)"
1628,988.0,535607,South Gate,"(33.941773, -118.221212)"
1629,1020.0,535701,South Gate,"(33.9601865, -118.2041425)"
1630,990.0,535702,South Gate,"(33.954266, -118.205026)"
1631,1015.0,535802,South Gate,"(33.9406675, -118.207837)"
1632,1004.0,535803,South Gate,"(33.948089, -118.210065)"
1633,1016.0,535804,South Gate,"(33.9474505, -118.2031045)"
1634,1131.0,535901,South Gate,"(33.9462855, -118.194686)"
1635,1228.0,535902,South Gate,"(33.939464, -118.19578)"
1636,991.0,536000,South Gate,"(33.9555625, -118.1907775)"
1637,1125.0,536102,South Gate,"(33.9417295, -118.1663085)"
1638,1095.0,536103,South Gate,"(33.9433725, -118.1851725)"
1639,1164.0,536104,South Gate,"(33.9442965, -118.1784495)"
1640,1190.0,536200,South Gate,"(33.920337, -118.1664535)"
1641,1168.0,540000,Lynwood,"(33.9217835, -118.182427)"
1642,1194.0,540101,Lynwood,"(33.929643, -118.190329)"
1643,1144.0,540102,Lynwood,"(33.9230905, -118.194295)"
1644,949.0,540201,South Gate,"(33.9409795, -118.2135415)"
1645,978.0,540202,Lynwood,"(33.93377, -118.2059775)"
1646,994.0,540203,Lynwood,"(33.9268815, -118.2045025)"
1647,984.0,540300,Lynwood,"(33.9340825, -118.219672)"
1648,963.0,540400,Watts,"(33.93316, -118.228254)"
1649,1242.0,540501,Lynwood,"(33.9238845, -118.2198235)"
1650,995.0,540502,Lynwood,"(33.916178, -118.213576)"
1651,1132.0,540600,Willowbrook,"(33.924654, -118.23355)"
1652,1147.0,540700,Willowbrook,"(33.9246715, -118.2466135)"
1653,1096.0,540800,Compton,"(33.916466, -118.2521395)"
1654,1189.0,540901,Willowbrook,"(33.919847, -118.273685)"
1655,1120.0,540902,Willowbrook,"(33.9091615, -118.2737495)"
1656,1056.0,541001,West Compton,"(33.8937145, -118.2742165)"
1657,938.0,541002,Carson,"(33.8743895, -118.273635)"
1658,1037.0,541100,West Compton,"(33.8979975, -118.2603865)"
1659,1426.0,541200,Compton,"(33.909725, -118.2537435)"
1660,1427.0,541300,Compton,"(33.911067, -118.243046)"
1661,1256.0,541400,Willowbrook,"(33.912905, -118.2332065)"
1662,1009.0,541500,Willowbrook,"(33.9141525, -118.227834)"
1663,1021.0,541603,Compton,"(33.913246, -118.222482)"
1664,1028.0,541604,Compton,"(33.908019, -118.211611)"
1665,1102.0,541605,Compton,"(33.8997425, -118.208951)"
1666,985.0,541606,Compton,"(33.899695, -118.218413)"
1667,1447.0,541700,Lynwood,"(33.9178175, -118.202112)"
1668,1117.0,541801,Lynwood,"(33.912196, -118.1945165)"
1669,1214.0,541802,Lynwood,"(33.9098975, -118.186707)"
1670,1134.0,542000,Compton,"(33.9059635, -118.202869)"
1671,1150.0,542103,East Compton,"(33.901361, -118.196443)"
1672,1170.0,542104,Compton,"(33.9011455, -118.1905805)"
1673,974.0,542105,Compton,"(33.894058, -118.198844)"
1674,981.0,542106,Compton,"(33.8925035, -118.1877645)"
1675,1144.0,542200,Compton,"(33.8852555, -118.1971175)"
1676,1149.0,542401,Compton,"(33.892326, -118.2110415)"
1677,1205.0,542402,Compton,"(33.881026, -118.211839)"
1678,1129.0,542501,Compton,"(33.892216, -118.236106)"
1679,1067.0,542502,Compton,"(33.8922755, -118.22747)"
1680,931.0,542601,Compton,"(33.90616, -118.226784)"
1681,1061.0,542602,Compton,"(33.899639, -118.226136)"
1682,1211.0,542700,Compton,"(33.9013835, -118.2371125)"
1683,1179.0,542800,Compton,"(33.899566, -118.247761)"
1684,1141.0,542900,Compton,"(33.892125, -118.244456)"
1685,1099.0,543000,Compton,"(33.890904, -118.258515)"
1686,1415.0,543100,Carson,"(33.8808295, -118.2532615)"
1687,1198.0,543201,Compton,"(33.884614, -118.234353)"
1688,1160.0,543202,Compton,"(33.8809455, -118.2326515)"
1689,2344.0,543304,Carson,"(33.8523695, -118.241227)"
1690,1004.0,543305,Rancho Dominguez,"(33.8607495, -118.2185895)"
1691,1674.0,543306,Carson,"(33.8365455, -118.243931)"
1692,1415.0,543321,Carson,"(33.8656315, -118.2505645)"
1693,1602.0,543322,Carson,"(33.852461, -118.257305)"
1694,1544.0,543400,Carson,"(33.853193, -118.273818)"
1695,1208.0,543501,Carson,"(33.842811, -118.283295)"
1696,1246.0,543502,West Carson,"(33.840945, -118.292062)"
1697,1430.0,543503,West Carson,"(33.833228, -118.2925675)"
1698,1461.0,543601,Carson,"(33.8216445, -118.2813545)"
1699,1435.0,543602,West Carson,"(33.8167325, -118.2932245)"
1700,991.0,543603,West Carson,"(33.805408, -118.2929415)"
1701,2038.0,543604,Carson,"(33.8083, -118.282031)"
1702,1661.0,543701,Carson,"(33.821584, -118.2698445)"
