TRACT,ZIP,LA_TRACT
06037920023,91351,920023
06037920026,91351,920026
06037920026,91390,920026
06037920028,91351,920028
06037920028,91350,920028
06037920029,91351,920029
06037920030,91351,920030
06037920030,91350,920030
06037920031,91351,920031
06037920031,91321,920031
06037920031,91386,920031
06037920031,91350,920031
06037920032,91390,920032
06037920032,91350,920032
06037920033,91351,920033
06037920034,91351,920034
06037920035,91351,920035
06037920036,91351,920036
06037920037,91387,920037
06037920037,91351,920037
06037920038,91351,920038
06037920038,91387,920038
06037920039,91387,920039
06037920040,91387,920040
06037920040,91351,920040
06037920041,91387,920041
06037920042,91351,920042
06037920042,91387,920042
06037920042,91321,920042
06037920043,91387,920043
06037920043,91321,920043
06037920044,91350,920044
06037920045,91350,920045
06037920102,91384,920102
06037920102,93243,920102
06037920102,91390,920102
06037920102,93532,920102
06037920102,91354,920102
06037920102,93536,920102
06037920104,91384,920104
06037920106,91383,920106
06037920106,91384,920106
06037920106,91355,920106
06037920107,91354,920107
06037920107,91355,920107
06037920108,91355,920108
06037920108,91354,920108
06037920109,91354,920109
06037920110,91354,920110
06037920111,91354,920111
06037920111,91350,920111
06037920112,91354,920112
06037920112,91350,920112
06037920114,91355,920114
06037920114,91354,920114
06037920115,91354,920115
06037920115,91380,920115
06037920115,91350,920115
06037920115,91355,920115
06037920116,91384,920116
06037920118,91384,920118
06037920118,91355,920118
06037920119,91384,920119
06037920200,91384,920200
06037920200,91310,920200
06037920303,91311,920303
06037920303,91326,920303
06037920312,91321,920312
06037920313,91321,920313
06037920314,91355,920314
06037920314,91321,920314
06037920314,91350,920314
06037920322,91321,920322
06037920322,91355,920322
06037920326,91381,920326
06037920326,91321,920326
06037920328,91355,920328
06037920329,91355,920329
06037920330,91355,920330
06037920331,91355,920331
06037920332,91321,920332
06037920334,91321,920334
06037920334,91355,920334
06037920334,91385,920334
06037920336,91321,920336
06037920336,91322,920336
06037920336,91355,920336
06037920337,91321,920337
06037920338,91381,920338
06037920339,91381,920339
06037920339,91355,920339
06037920339,91384,920339
06037930101,91001,930101
06037930101,91042,930101
06037930101,91023,930101
06037930200,91342,930200
06037930200,91321,930200
06037930200,91042,930200
06037930200,91387,930200
06037930200,91040,930200
06037930301,91750,930301
06037930301,93553,930301
06037930301,91741,930301
06037930301,93550,930301
06037930301,91702,930301
06037930301,93543,930301
06037930301,93563,930301
06037930401,91367,930401
06037930401,91364,930401
06037980001,91505,980001
06037980001,91605,980001
06037980002,90745,980002
06037980002,90810,980002
06037980002,90744,980002
06037980003,93535,980003
06037980004,93552,980004
06037980004,93599,980004
06037980004,93550,980004
06037980005,90504,980005
06037980005,90501,980005
06037980005,90503,980005
06037980006,90808,980006
06037980006,90815,980006
06037980007,90803,980007
06037980008,91406,980008
06037980008,91343,980008
06037980009,91201,980009
06037980009,90068,980009
06037980009,90027,980009
06037980010,90026,980010
06037980010,90012,980010
06037980010,90090,980010
06037980013,90245,980013
06037980014,90744,980014
06037980014,90810,980014
06037980015,90732,980015
06037980015,90717,980015
06037980015,90710,980015
06037980015,90744,980015
06037980015,90731,980015
06037980018,90807,980018
06037980018,90806,980018
06037980018,90815,980018
06037980018,90755,980018
06037980018,90808,980018
06037980019,90272,980019
06037980021,91342,980021
06037980021,91040,980021
06037980021,91331,980021
06037980022,91342,980022
06037980022,91344,980022
06037980023,91304,980023
06037980023,91311,980023
06037980024,91436,980024
06037980024,91316,980024
06037980024,91406,980024
06037980025,90746,980025
06037980025,90810,980025
06037980025,90220,980025
06037980026,91040,980026
06037980026,91042,980026
06037980028,90045,980028
06037980028,90245,980028
06037980028,90250,980028
06037980028,90009,980028
06037980028,90293,980028
06037980030,90245,980030
06037980030,90266,980030
06037980031,90731,980031
06037980031,90744,980031
06037980031,90822,980031
06037980033,90802,980033
06037980033,90731,980033
06037980033,90813,980033
