Median Rent 2016,Tract Number,Neighborhood,Location
1272,297202,San Pedro,"(33.724736, -118.299008)"
2515,297300,San Pedro,"(33.72072214, -118.3123083)"
1846,297400,San Pedro,"(33.7262015, -118.3220603)"
1494,297500,San Pedro,"(33.713354, -118.3018828)"
1441,297601,San Pedro,"(33.71456779, -118.2879352)"
1200,297602,San Pedro,"(33.7162305, -118.2903905)"
2221,300100,La Crescenta-Montrose,"(34.240611, -118.235107)"
1657,300200,La Crescenta-Montrose,"(34.228725, -118.237835)"
1849,300301,Glendale,"(34.248378, -118.2527395)"
1682,300400,Glendale,"(34.228257, -118.25731)"
2248,300501,La Crescenta-Montrose,"(34.2212985, -118.239588)"
1428,300502,La Crescenta-Montrose,"(34.2117495, -118.225292)"
1412,300600,Glendale,"(34.2067165, -118.2368375)"
1887,300701,Glendale,"(34.202483, -118.2588315)"
1954,300702,Glendale,"(34.1907305, -118.2577215)"
1607,300800,Glendale,"(34.1850915, -118.219529)"
1901,300901,Glendale,"(34.1693925, -118.206797)"
3136,300902,Glendale,"(34.155939, -118.203587)"
1400,301000,Glendale,"(34.1564305, -118.2329335)"
1559,301100,Glendale,"(34.1621815, -118.2441095)"
1634,301203,Glendale,"(34.1663435, -118.260688)"
1437,301204,Glendale,"(34.161447, -118.2600185)"
1781,301205,Glendale,"(34.1683765, -118.2729275)"
1570,301206,Glendale,"(34.1633575, -118.2727315)"
2711,301300,Glendale,"(34.176451, -118.2701125)"
2610,301400,Glendale,"(34.1814725, -118.284689)"
1708,301501,Glendale,"(34.17504, -118.2872505)"
1483,301502,Glendale,"(34.172168, -118.2889385)"
1237,301601,Glendale,"(34.1645725, -118.2882305)"
1221,301602,Glendale,"(34.161795, -118.2986075)"
1286,301701,Glendale,"(34.1593295, -118.273437)"
1288,301702,Glendale,"(34.151432, -118.2700705)"
1318,301801,Glendale,"(34.155471, -118.2598255)"
1499,301802,Glendale,"(34.1490075, -118.259807)"
1455,301900,Glendale,"(34.1558135, -118.2458445)"
1209,302002,Glendale,"(34.1490325, -118.24991)"
1327,302003,Glendale,"(34.149023, -118.244479)"
1333,302004,Glendale,"(34.1489615, -118.2384145)"
1285,302102,Glassell Park,"(34.133249, -118.23492)"
1303,302103,Glendale,"(34.142623, -118.2376825)"
1355,302104,Glendale,"(34.146295, -118.232259)"
1187,302201,Glendale,"(34.1444725, -118.248417)"
1187,302202,Glendale,"(34.1405075, -118.2484035)"
1674,302301,Glendale,"(34.1444275, -118.263652)"
1237,302302,Glendale,"(34.1401, -118.2624115)"
1173,302401,Glendale,"(34.1301145, -118.2615235)"
1226,302503,Glendale,"(34.1375145, -118.2483225)"
1294,302504,Glendale,"(34.135946, -118.248378)"
1178,302505,Glendale,"(34.1262185, -118.253144)"
1335,302506,Glendale,"(34.1289675, -118.246127)"
2453,310100,Burbank,"(34.203851, -118.3106535)"
1484,310201,Burbank,"(34.1922185, -118.304543)"
1770,310202,Burbank,"(34.1870535, -118.2960275)"
2988,310300,Burbank,"(34.1994375, -118.318784)"
1342,310400,Burbank,"(34.2016605, -118.3363205)"
1284,310501,Burbank,"(34.195881, -118.335306)"
1328,310601,Burbank,"(34.192266, -118.3277625)"
1535,310602,Burbank,"(34.1922805, -118.317686)"
1011,310701,Burbank,"(34.185479, -118.3132075)"
1405,310702,Burbank,"(34.181163, -118.306755)"
1351,310703,Burbank,"(34.1760485, -118.2997335)"
1216,310800,Burbank,"(34.1749995, -118.3232165)"
1528,310900,Burbank,"(34.1809065, -118.3290175)"
1266,311000,Burbank,"(34.185132, -118.343639)"
1234,311100,Burbank,"(34.1859125, -118.355053)"
1566,311200,Burbank,"(34.1714255, -118.3527755)"
1670,311300,Burbank,"(34.173525, -118.342414)"
1527,311400,Burbank,"(34.162038, -118.34958)"
1651,311500,Burbank,"(34.164754, -118.33837)"
1723,311600,Burbank,"(34.152186, -118.3385765)"
1380,311700,Burbank,"(34.162039, -118.32085)"
1332,311801,Burbank,"(34.166855, -118.3064515)"
1418,311802,Burbank,"(34.171265, -118.311263)"
1425,320100,San Fernando,"(34.294876, -118.4273065)"
1064,320201,San Fernando,"(34.286111, -118.439691)"
1363,320202,San Fernando,"(34.2898305, -118.4343995)"
1175,320300,San Fernando,"(34.2823865, -118.44586)"
2417,400204,La Verne,"(34.132631, -117.7580945)"
2160,400205,Claremont,"(34.1434785, -117.7172025)"
2590,400206,Claremont,"(34.130372, -117.718468)"
2250,400207,La Verne,"(34.1434075, -117.772268)"
1021,400302,La Verne,"(34.114226, -117.7886885)"
1559,400304,San Dimas,"(34.1050345, -117.7997755)"
1669,400402,Glendora,"(34.1378705, -117.829004)"
1575,400403,San Dimas,"(34.141358, -117.793128)"
2094,400404,Glendora,"(34.157878, -117.8203355)"
2542,400501,Glendora,"(34.163097, -117.865255)"
1222,400602,Azusa,"(34.140085, -117.9115945)"
1411,400603,Azusa,"(34.151103, -117.918145)"
1234,400604,Azusa,"(34.148685, -117.891244)"
1908,400800,Glendora,"(34.1379695, -117.8892655)"
1832,400900,Glendora,"(34.1360045, -117.876915)"
2326,401001,Glendora,"(34.1415235, -117.8527835)"
1416,401002,Glendora,"(34.141501, -117.8659045)"
1184,401101,Glendora,"(34.1265525, -117.855336)"
1523,401102,Glendora,"(34.1305755, -117.8659455)"
2038,401201,Glendora,"(34.1232835, -117.833986)"
2184,401202,San Dimas,"(34.113742, -117.8332835)"
1467,401203,Glendora,"(34.112302, -117.8553975)"
3042,401303,San Dimas,"(34.072894, -117.8095715)"
2604,401304,San Dimas,"(34.083891, -117.8126045)"
1680,401311,San Dimas,"(34.1100455, -117.815531)"
1165,401312,San Dimas,"(34.097563, -117.828443)"
1138,401500,La Verne,"(34.098039, -117.7787765)"
1635,401601,La Verne,"(34.115101, -117.77002)"
1424,401602,La Verne,"(34.106283, -117.7649645)"
1823,401603,La Verne,"(34.1109685, -117.7780265)"
939,401701,Claremont,"(34.114338, -117.7436235)"
1373,401703,Pomona,"(34.1021645, -117.7525045)"
1243,401704,Pomona,"(34.1009125, -117.7404545)"
1750,401800,Claremont,"(34.114227, -117.7151805)"
1508,401901,Claremont,"(34.1004595, -117.708132)"
1269,401902,Claremont,"(34.100528, -117.725001)"
1328,402001,Claremont,"(34.086732, -117.7257735)"
1500,402002,Claremont,"(34.0867415, -117.7119895)"
1545,402101,Pomona,"(34.086072, -117.7347815)"
1377,402102,Pomona,"(34.0839035, -117.7448405)"
1165,402200,Pomona,"(34.083327, -117.768076)"
1304,402301,Pomona,"(34.0682985, -117.7690925)"
1001,402303,Pomona,"(34.067975, -117.755932)"
914,402304,Pomona,"(34.0613, -117.7678315)"
1660,402402,Pomona,"(34.0527815, -117.789834)"
1603,402403,Pomona,"(34.0502885, -117.8112175)"
1679,402405,Pomona,"(34.0672095, -117.795189)"
967,402406,Pomona,"(34.0671375, -117.7826425)"
994,402501,Pomona,"(34.0547495, -117.7644575)"
1073,402502,Pomona,"(34.0475995, -117.76107)"
960,402600,Pomona,"(34.069537, -117.744427)"
1008,402702,Pomona,"(34.064005, -117.726868)"
1316,402703,Pomona,"(34.078636, -117.7238995)"
1676,402705,Pomona,"(34.0712185, -117.731491)"
1420,402706,Pomona,"(34.0713115, -117.7195055)"
1115,402801,Pomona,"(34.055632, -117.7336725)"
1143,402803,Pomona,"(34.047947, -117.7453955)"
1134,402804,Pomona,"(34.0483025, -117.731702)"
1141,402902,Pomona,"(34.0337825, -117.7450525)"
1229,402903,Pomona,"(34.039196, -117.7326775)"
1597,402904,Pomona,"(34.0261665, -117.7384515)"
1590,403000,Pomona,"(34.0351895, -117.7611965)"
2179,403303,Industry,"(34.0035495, -117.855921)"
2026,403304,Rowland Heights,"(33.9873385, -117.8558965)"
2181,403305,Diamond Bar,"(33.976342, -117.84839)"
1847,403312,Industry,"(34.017474, -117.82869)"
1618,403316,Diamond Bar,"(34.032461, -117.797391)"
1982,403317,Pomona,"(34.0373535, -117.7844315)"
1628,403318,Pomona,"(34.031796, -117.7630625)"
1707,403319,Diamond Bar,"(34.0121545, -117.81493)"
1961,403320,Diamond Bar,"(34.0058045, -117.7950645)"
1858,403321,Diamond Bar,"(34.0161265, -117.7892785)"
1998,403322,Diamond Bar,"(33.992503, -117.8345605)"
2093,403323,Diamond Bar,"(33.998459, -117.8235015)"
1790,403324,Diamond Bar,"(33.98046, -117.8144505)"
1922,403325,Diamond Bar,"(33.965124, -117.8258305)"
1940,403401,West Covina,"(34.013924, -117.871149)"
2283,403402,Walnut,"(34.017293, -117.856107)"
2609,403403,Walnut,"(34.0303525, -117.842746)"
2380,403404,Walnut,"(34.028482, -117.854273)"
2188,403405,Walnut,"(34.0509005, -117.843913)"
1831,403406,Walnut,"(34.044617, -117.8547135)"
1819,403408,Walnut,"(34.024588, -117.881909)"
1821,403500,Ramona,"(34.0618395, -117.8491905)"
1575,403600,Ramona,"(34.075307, -117.8590715)"
2068,403702,Covina,"(34.090948, -117.858411)"
1590,403703,San Dimas,"(34.09104, -117.846365)"
1236,403721,Covina,"(34.0957595, -117.8769905)"
1160,403722,Covina,"(34.088417, -117.872513)"
1530,403801,Charter Oak,"(34.103072, -117.8680455)"
1380,403802,Charter Oak,"(34.103074, -117.8463645)"
1830,403901,Glendora,"(34.120548, -117.8726465)"
1430,403902,Glendora,"(34.112599, -117.8726435)"
1408,404000,Azusa,"(34.114029, -117.8858165)"
1681,404100,Citrus,"(34.1141825, -117.8948275)"
1104,404201,Azusa,"(34.127422, -117.8950465)"
1124,404202,Citrus,"(34.125068, -117.885748)"
1353,404301,Azusa,"(34.1275255, -117.9040845)"
1419,404302,Azusa,"(34.117907, -117.9034755)"
1400,404401,Azusa,"(34.127055, -117.918436)"
1409,404402,Azusa,"(34.122452, -117.922847)"
1326,404501,Azusa,"(34.110644, -117.9225005)"
1244,404503,Vincent,"(34.110534, -117.9121425)"
1131,404504,Citrus,"(34.11051, -117.9033385)"
1458,404600,Irwindale,"(34.108944, -117.966677)"
1339,404701,Baldwin Park,"(34.07202, -117.996061)"
1406,404702,Baldwin Park,"(34.0719255, -117.9838755)"
1188,404703,Baldwin Park,"(34.064135, -117.9894555)"
1383,404801,Baldwin Park,"(34.077823, -117.978169)"
1437,404802,Baldwin Park,"(34.073639, -117.967369)"
1068,404803,Baldwin Park,"(34.066904, -117.9657045)"
1186,404901,Baldwin Park,"(34.095734, -117.976888)"
1261,404902,Baldwin Park,"(34.0866635, -117.9791755)"
1332,404903,Baldwin Park,"(34.0874635, -117.9720965)"
1072,405001,Baldwin Park,"(34.10311, -117.9665385)"
1210,405002,Baldwin Park,"(34.103336, -117.9489975)"
1275,405101,Baldwin Park,"(34.0958995, -117.961403)"
1271,405102,Baldwin Park,"(34.0883515, -117.961678)"
1164,405201,Baldwin Park,"(34.0849785, -117.9522585)"
1172,405202,Baldwin Park,"(34.0804875, -117.96285)"
1419,405203,Baldwin Park,"(34.076437, -117.956923)"
1220,405301,Vincent,"(34.0876105, -117.9415245)"
1338,405302,West Covina,"(34.0767645, -117.946434)"
1862,405400,Vincent,"(34.09288, -117.9336065)"
1121,405500,West Covina,"(34.0794265, -117.928137)"
990,405600,West Covina,"(34.080479, -117.9164905)"
1167,405701,Vincent,"(34.0930845, -117.9209895)"
1274,405702,Covina,"(34.092311, -117.9121105)"
1476,405800,Covina,"(34.103307, -117.9121645)"
1446,405900,Covina,"(34.103067, -117.8901905)"
1639,406000,Covina,"(34.08987, -117.8989325)"
1395,406101,Covina,"(34.090927, -117.8901515)"
1227,406102,Covina,"(34.080762, -117.8901315)"
1076,406200,Covina,"(34.0790655, -117.8944835)"
1636,406300,West Covina,"(34.058745, -117.87651)"
2560,406402,West Covina,"(34.0574215, -117.8990455)"
1625,406411,West Covina,"(34.0687605, -117.8988995)"
995,406412,West Covina,"(34.0649545, -117.898946)"
1474,406500,West Covina,"(34.0666225, -117.919599)"
1862,406601,West Covina,"(34.0557305, -117.916683)"
1329,406602,West Covina,"(34.0548195, -117.934636)"
1456,406701,West Covina,"(34.0554275, -117.9462745)"
1438,406702,West Covina,"(34.0638995, -117.9353755)"
1266,406800,West Covina,"(34.0629195, -117.953793)"
1250,406901,West Puente Valley,"(34.0590435, -117.968603)"
1125,406902,West Puente Valley,"(34.056693, -117.964561)"
1434,407001,West Puente Valley,"(34.060681, -117.978103)"
1821,407002,Industry,"(34.053581, -117.992902)"
989,407101,La Puente,"(34.047535, -117.972437)"
1425,407102,La Puente,"(34.0437405, -117.976774)"
1111,407200,La Puente,"(34.0334615, -117.9610665)"
1599,407301,West Puente Valley,"(34.0454965, -117.9587185)"
1396,407302,West Puente Valley,"(34.039506, -117.960844)"
1686,407400,West Covina,"(34.0523575, -117.9577655)"
1265,407501,La Puente,"(34.04734, -117.948319)"
1409,407502,Valinda,"(34.04334, -117.9385445)"
804,407601,La Puente,"(34.0383465, -117.947004)"
1407,407602,La Puente,"(34.03063, -117.944401)"
996,407701,La Puente,"(34.0136315, -117.929283)"
1606,407702,La Puente,"(34.0206605, -117.947234)"
1232,407801,Valinda,"(34.030198, -117.921188)"
1457,407802,Industry,"(34.0264515, -117.931011)"
1561,407900,Valinda,"(34.041661, -117.9269725)"
1363,408003,West Covina,"(34.0452465, -117.9168025)"
1343,408004,West Covina,"(34.037498, -117.915708)"
1570,408005,West Covina,"(34.0483655, -117.8955145)"
1435,408006,West Covina,"(34.034816, -117.9018715)"
1471,408133,West Covina,"(34.024356, -117.9101125)"
2054,408134,West Covina,"(34.0229315, -117.897437)"
1860,408135,West Covina,"(34.0169595, -117.8983025)"
1673,408136,West Covina,"(34.009563, -117.874467)"
1542,408137,South San Jose Hills,"(34.009108, -117.883356)"
1270,408138,South San Jose Hills,"(34.019139, -117.9167095)"
1345,408139,South San Jose Hills,"(34.012163, -117.91348)"
1660,408140,South San Jose Hills,"(34.0091825, -117.9035275)"
1454,408141,South San Jose Hills,"(34.0082915, -117.8946755)"
1025,408202,Industry,"(34.021924, -117.9637775)"
1404,408211,Industry,"(34.0001605, -117.9097205)"
2006,408212,Rowland Heights,"(33.9946135, -117.8795045)"
1449,408301,Avocado Heights,"(34.0464555, -117.997756)"
1391,408302,Industry,"(34.0386535, -118.018099)"
1190,408303,Avocado Heights,"(34.035328, -118.0084775)"
1595,408401,Hacienda Heights,"(34.018007, -117.9819095)"
1885,408402,Hacienda Heights,"(34.012346, -118.007998)"
1502,408501,Hacienda Heights,"(34.011155, -117.9683905)"
2316,408503,Hacienda Heights,"(33.984682, -117.985573)"
1493,408504,Hacienda Heights,"(33.9992735, -117.971451)"
1847,408505,Hacienda Heights,"(34.0016935, -117.980212)"
1696,408623,Hacienda Heights,"(33.9957455, -117.9377215)"
2302,408624,Hacienda Heights,"(33.9940835, -117.949281)"
2063,408625,Hacienda Heights,"(33.989193, -117.9634505)"
1564,408626,Rowland Heights,"(33.984523, -117.919022)"
2375,408627,Rowland Heights,"(33.9754885, -117.925286)"
1551,408628,Hacienda Heights,"(33.9825995, -117.9424605)"
2088,408629,Hacienda Heights,"(33.97933, -117.961636)"
1976,408630,Hacienda Heights,"(34.006434, -117.9562915)"
1760,408631,Hacienda Heights,"(34.0007955, -117.9583205)"
2466,408703,Rowland Heights,"(33.960901, -117.8902285)"
1279,408704,Rowland Heights,"(33.9807035, -117.8942965)"
1842,408705,Rowland Heights,"(33.981461, -117.8780945)"
1925,408722,Rowland Heights,"(33.9698315, -117.9034445)"
2091,408723,Rowland Heights,"(33.977858, -117.901395)"
1224,408724,Rowland Heights,"(33.984203, -117.9030725)"
1173,408800,Pomona,"(34.0571575, -117.7501715)"
1718,430002,Duarte,"(34.13847, -117.953691)"
1983,430003,Monrovia,"(34.1682255, -117.942383)"
1266,430101,Duarte,"(34.13806, -117.976469)"
1261,430102,Duarte,"(34.126938, -117.978573)"
2300,430200,Bradbury,"(34.1543995, -117.968573)"
2500,430301,Monrovia,"(34.172824, -117.9820805)"
1241,430302,Monrovia,"(34.1560235, -118.0059215)"
1945,430400,Arcadia,"(34.1624785, -118.0241555)"
1417,430501,Sierra Madre,"(34.173047, -118.04891)"
1480,430502,Sierra Madre,"(34.161851, -118.0532625)"
2419,430600,Sierra Madre,"(34.1573315, -118.0497665)"
1344,430701,Arcadia,"(34.13986, -118.0557935)"
1415,430721,Arcadia,"(34.137955, -118.0428805)"
1506,430723,Arcadia,"(34.1299445, -118.058709)"
1422,430724,Arcadia,"(34.126758, -118.058631)"
1489,430801,Arcadia,"(34.1375775, -118.0259295)"
1539,430802,Arcadia,"(34.126444, -118.020276)"
1648,430803,Arcadia,"(34.114675, -118.020923)"
1331,430901,Monrovia,"(34.1406955, -118.01286)"
1446,430902,Monrovia,"(34.1364995, -118.0127975)"
1288,431001,Monrovia,"(34.148164, -118.0057195)"
1111,431002,Monrovia,"(34.1455095, -117.983079)"
1336,431100,Monrovia,"(34.1351215, -117.9958)"
1241,431200,Mayflower Village,"(34.124229, -117.9953005)"
1703,431300,Mayflower Village,"(34.1248395, -118.007363)"
1143,431400,Mayflower Village,"(34.111617, -118.0087095)"
1094,431501,Temple City,"(34.0998655, -118.033)"
1626,431502,Arcadia,"(34.1022305, -118.0190775)"
998,431600,Arcadia,"(34.109675, -118.04223)"
1274,431700,Arcadia,"(34.121786, -118.0430065)"
1482,431800,East San Gabriel,"(34.1196565, -118.060933)"
1292,431900,Temple City,"(34.1103835, -118.0601525)"
1244,432000,Temple City,"(34.1021645, -118.05255)"
1606,432101,Temple City,"(34.095852, -118.0428825)"
1500,432102,Temple City,"(34.0920835, -118.0583895)"
1237,432201,Rosemead,"(34.0877335, -118.0829205)"
1297,432202,Rosemead,"(34.087255, -118.072769)"
1412,432300,El Monte,"(34.08602, -118.0440085)"
1134,432401,El Monte,"(34.090727, -118.0227495)"
1112,432402,El Monte,"(34.0855885, -118.027564)"
1314,432500,El Monte,"(34.095687, -118.006679)"
1215,432601,El Monte,"(34.082497, -118.014655)"
1554,432602,El Monte,"(34.081728, -118.005815)"
1074,432700,El Monte,"(34.0757515, -118.034977)"
786,432801,El Monte,"(34.077308, -118.0459705)"
1043,432802,El Monte,"(34.07872, -118.0526435)"
1241,432901,Rosemead,"(34.076691, -118.071417)"
1284,432902,Rosemead,"(34.0795, -118.06021)"
850,433101,El Monte,"(34.0677255, -118.0599025)"
1113,433102,El Monte,"(34.0656045, -118.059547)"
979,433200,El Monte,"(34.0683885, -118.035671)"
975,433302,El Monte,"(34.062295, -118.0160455)"
1064,433304,El Monte,"(34.07061, -118.020361)"
1175,433305,El Monte,"(34.0700755, -118.0125525)"
1244,433306,El Monte,"(34.0706755, -118.0077885)"
1319,433307,El Monte,"(34.0703895, -118.0062695)"
1283,433401,El Monte,"(34.0594255, -118.0425465)"
1070,433402,El Monte,"(34.0594235, -118.034921)"
1048,433403,El Monte,"(34.0624165, -118.025695)"
828,433501,South El Monte,"(34.057252, -118.066095)"
1229,433503,South El Monte,"(34.0554575, -118.0490075)"
1149,433504,South El Monte,"(34.0572675, -118.0534915)"
1180,433601,Rosemead,"(34.0674675, -118.0749165)"
1023,433602,South San Gabriel,"(34.057426, -118.0747145)"
1137,433700,South El Monte,"(34.045791, -118.058566)"
1164,433801,South El Monte,"(34.0483455, -118.0364625)"
1342,433802,Whittier Narrows,"(34.032494, -118.0598455)"
1014,433901,El Monte,"(34.058593, -118.019927)"
1205,433902,El Monte,"(34.0521205, -118.0255815)"
1366,434001,El Monte,"(34.051401, -118.014185)"
1116,434003,El Monte,"(34.0462105, -118.022669)"
1329,434004,South El Monte,"(34.040226, -118.0317375)"
2250,460000,Pasadena,"(34.1774565, -118.0830185)"
1652,460100,Altadena,"(34.1912975, -118.1110615)"
1687,460200,Altadena,"(34.2009205, -118.136652)"
1493,460301,Altadena,"(34.2073225, -118.1562895)"
1478,460302,Altadena,"(34.1949925, -118.157667)"
1269,460401,Pasadena,"(34.217813, -118.1788775)"
2453,460501,La Canada Flintridge,"(34.2156925, -118.1897915)"
2343,460502,La Canada Flintridge,"(34.2051075, -118.1950465)"
2036,460600,La Canada Flintridge,"(34.2261145, -118.2193885)"
2539,460700,La Canada Flintridge,"(34.1946605, -118.196153)"
3500,460800,Pasadena,"(34.163146, -118.1778035)"
1431,460900,Pasadena,"(34.176907, -118.162811)"
1417,461000,Altadena,"(34.187722, -118.1609895)"
1351,461100,Altadena,"(34.1845865, -118.141115)"
1663,461200,Altadena,"(34.1801065, -118.113418)"
1294,461300,Altadena,"(34.1738235, -118.113483)"
1232,461400,Pasadena,"(34.1727525, -118.124329)"
1430,461501,Pasadena,"(34.1751325, -118.136805)"
1231,461502,Pasadena,"(34.175203, -118.146197)"
1078,461600,Pasadena,"(34.161608, -118.1571605)"
1636,461700,Pasadena,"(34.160159, -118.162866)"
1178,461901,Pasadena,"(34.1537915, -118.149329)"
1427,461902,Pasadena,"(34.148899, -118.148574)"
1213,462001,Pasadena,"(34.163362, -118.143829)"
1071,462002,Pasadena,"(34.163333, -118.148361)"
1140,462100,Pasadena,"(34.163369, -118.1369255)"
1100,462201,Pasadena,"(34.1548915, -118.136967)"
1728,462202,Pasadena,"(34.148926, -118.1369075)"
1301,462301,Pasadena,"(34.15491, -118.126929)"
1632,462302,Pasadena,"(34.149181, -118.126882)"
1169,462400,Pasadena,"(34.163408, -118.1263885)"
1454,462500,Pasadena,"(34.1667025, -118.1045445)"
1769,462600,Pasadena,"(34.1611715, -118.112295)"
1377,462700,Pasadena,"(34.1519795, -118.1138535)"
1317,462800,Pasadena,"(34.152173, -118.103306)"
2263,462900,Pasadena,"(34.153862, -118.0899055)"
2028,463000,Pasadena,"(34.154951, -118.075158)"
1395,463101,East Pasadena,"(34.140347, -118.070446)"
1696,463102,Pasadena,"(34.137723, -118.083735)"
1328,463200,Pasadena,"(34.138754, -118.088815)"
1325,463300,San Pasqual,"(34.1392215, -118.1028395)"
1478,463400,San Pasqual,"(34.139062, -118.1101745)"
1535,463500,Pasadena,"(34.137879, -118.1268055)"
1576,463601,Pasadena,"(34.140861, -118.1368515)"
1727,463602,Pasadena,"(34.1408065, -118.1458915)"
2439,463700,Pasadena,"(34.139994, -118.1590535)"
3152,463800,Pasadena,"(34.13445, -118.1753385)"
1922,463900,Pasadena,"(34.1298475, -118.159162)"
1701,464000,Pasadena,"(34.126583, -118.1390375)"
3500,464100,San Marino,"(34.1211415, -118.123201)"
3500,464200,San Marino,"(34.125398, -118.098356)"
2054,480002,East San Gabriel,"(34.121451, -118.086002)"
1279,480011,East San Gabriel,"(34.125885, -118.0749615)"
1301,480012,East San Gabriel,"(34.118664, -118.074084)"
1389,480101,Temple City,"(34.1084905, -118.0732765)"
1313,480102,East San Gabriel,"(34.108457, -118.0841215)"
1313,480201,San Gabriel,"(34.1079865, -118.1118095)"
2197,480202,San Gabriel,"(34.108893, -118.097545)"
1354,480302,Alhambra,"(34.101241, -118.1218435)"
1203,480303,Alhambra,"(34.095151, -118.1377285)"
1183,480304,Alhambra,"(34.0960955, -118.1307685)"
1269,480400,Alhambra,"(34.104914, -118.1317765)"
1478,480500,South Pasadena,"(34.1074225, -118.14498)"
1443,480600,South Pasadena,"(34.118849, -118.1584545)"
1409,480702,South Pasadena,"(34.1055515, -118.168678)"
1633,480703,South Pasadena,"(34.1072095, -118.1642505)"
1486,480704,South Pasadena,"(34.107212, -118.15331)"
978,480802,Alhambra,"(34.0815825, -118.152446)"
1165,480803,Alhambra,"(34.09079, -118.152819)"
1315,480804,Alhambra,"(34.0951305, -118.149912)"
1176,480901,Alhambra,"(34.086204, -118.139781)"
1161,480902,Alhambra,"(34.0810405, -118.140708)"
1188,480903,Alhambra,"(34.0737895, -118.139436)"
1316,481001,Alhambra,"(34.0872925, -118.1288355)"
1224,481002,Alhambra,"(34.0955445, -118.1197875)"
1228,481101,San Gabriel,"(34.098345, -118.106683)"
1397,481102,San Gabriel,"(34.099347, -118.0936455)"
1291,481103,San Gabriel,"(34.0936045, -118.099964)"
1268,481201,Temple City,"(34.0971335, -118.0724615)"
1189,481202,San Gabriel,"(34.097006, -118.0822805)"
1411,481300,Rosemead,"(34.0764075, -118.082131)"
1339,481401,San Gabriel,"(34.0840215, -118.103956)"
1290,481402,San Gabriel,"(34.083295, -118.091542)"
1140,481500,Alhambra,"(34.0826165, -118.1139805)"
1334,481603,Alhambra,"(34.084677, -118.11998)"
1192,481604,Alhambra,"(34.0838015, -118.126219)"
1330,481605,Alhambra,"(34.071948, -118.1256005)"
1277,481606,Alhambra,"(34.0766865, -118.1256875)"
1259,481711,Monterey Park,"(34.06617, -118.1198595)"
1218,481712,Monterey Park,"(34.067109, -118.112061)"
1185,481713,Monterey Park,"(34.067948, -118.1292845)"
1097,481714,Monterey Park,"(34.0643065, -118.1291595)"
1525,481800,Alhambra,"(34.064906, -118.141417)"
1419,481901,Alhambra,"(34.0698145, -118.1548085)"
1166,481902,Alhambra,"(34.065728, -118.152909)"
1000,482001,Monterey Park,"(34.0532565, -118.157103)"
1178,482002,Monterey Park,"(34.048942, -118.1497955)"
1130,482101,Monterey Park,"(34.057061, -118.1362945)"
1617,482102,Monterey Park,"(34.0507125, -118.1328745)"
1150,482201,Monterey Park,"(34.058869, -118.122138)"
1308,482202,Monterey Park,"(34.0589445, -118.112421)"
1232,482301,San Gabriel,"(34.074531, -118.097677)"
1136,482303,Rosemead,"(34.0692775, -118.099254)"
1181,482304,Rosemead,"(34.064429, -118.0988995)"
1163,482401,Rosemead,"(34.0676445, -118.0862325)"
1360,482402,South San Gabriel,"(34.046139, -118.0807005)"
1143,482502,Rosemead,"(34.058981, -118.1037825)"
1213,482503,Rosemead,"(34.05827, -118.094998)"
1297,482521,South San Gabriel,"(34.0499085, -118.0992635)"
1406,482522,Montebello,"(34.0419995, -118.0936075)"
1352,482600,Monterey Park,"(34.047759, -118.1144605)"
1307,482701,Monterey Park,"(34.039961, -118.1405695)"
1174,482702,Monterey Park,"(34.042508, -118.1351495)"
1448,482800,Monterey Park,"(34.0362975, -118.1119885)"
1667,500100,La Habra Heights,"(33.960283, -117.9408845)"
2601,500201,La Habra Heights,"(33.957535, -117.9759805)"
1024,500202,Whittier,"(33.960745, -117.9971245)"
2004,500300,North Whittier,"(34.017294, -118.0367865)"
1179,500402,Pico Rivera,"(34.0031865, -118.076325)"
1682,500403,Pico Rivera,"(34.0083875, -118.06369)"
1233,500404,Pico Rivera,"(34.014082, -118.074022)"
1242,500500,Pico Rivera,"(34.0153955, -118.083676)"
973,500600,Pico Rivera,"(34.0076875, -118.088568)"
1510,500700,Pico Rivera,"(33.99491, -118.097667)"
1305,500800,Pico Rivera,"(33.984009, -118.0868995)"
1166,500900,Pico Rivera,"(33.99359, -118.0809535)"
1498,501001,West Whittier-Los Nietos,"(33.9892345, -118.070456)"
1899,501002,West Whittier-Los Nietos,"(33.982215, -118.0614895)"
1476,501200,Whittier,"(33.999254, -118.0632375)"
1328,501300,Whittier,"(33.9921455, -118.0545255)"
1229,501400,Whittier,"(33.9809005, -118.0496115)"
1740,501501,Whittier,"(34.002062, -118.0303905)"
1174,501503,Whittier,"(33.986326, -118.0361225)"
994,501504,Whittier,"(33.979089, -118.0361445)"
1138,501600,Whittier,"(33.9783585, -118.0077355)"
1371,501700,Whittier,"(33.961379, -118.0189855)"
1477,501802,Whittier,"(33.966778, -118.0280925)"
975,501803,Whittier,"(33.970589, -118.042077)"
1129,501804,Whittier,"(33.9692905, -118.035006)"
1341,501900,Whittier,"(33.956138, -118.02683)"
1125,502003,Whittier,"(33.963017, -118.0392825)"
1454,502004,Whittier,"(33.961402, -118.0467605)"
1339,502005,South Whittier,"(33.951895, -118.03503)"
1055,502100,West Whittier-Los Nietos,"(33.972572, -118.052838)"
1283,502200,West Whittier-Los Nietos,"(33.9780945, -118.071607)"
